date,incident_id,governorate,district,area,target,main_category,sub_category,min_air_raids,max_air_raids,civilian_casualties,fatalities,woman_fatalities,child_fatalities,injured,woman_injured,child_injured,confirmed_time,time_of_day
2015-04-23,704,Hudaydah,al-durayhimi,Al-Jabbanah,Air Force Base (67th Aviation Brigade),military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,18,night
2015-04-23,705,Hudaydah,al-durayhimi,Al-Jabbanah,Al-Hudaydah Airport,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,18,night
2015-04-23,706,Ibb,al-makhader,Al-Sohol,Pro-Houthi forces,educational_facility,institute,1,1.0,0,0,0,0,0,0,0.0,8,morning
2015-04-23,707,Ibb,yarim,The City,Community faculty,educational_facility,institute,1,1.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-23,708,Ibb,yarim,-,55th Artillery Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-23,709,Marib,sirwah,-,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,1,morning
2015-04-23,710,Marib,majzar,Al-Jafrah,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,1,morning
2015-04-23,711,Marib,sirwah,Kawfal,312th Armoured Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-23,712,Marib,harib,Najd Mrqad,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-23,713,Marib,harib,The City,Pro-Houthi forces,military_security_target,forces,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-23,714,Saada,al-dhaher,"Al-Hassamah, Al-Mothalath",Residential Area,civilian,residential area,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-23,715,Taiz,al-mudhaffar,-,35th Armoured Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-23,716,Taiz,al-taiziyah,-,Tariq air base,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-24,717,Aden,khor maksar,-,Aden Airport,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-24,718,Aden,crater,Hadeed mountain,Pro-Houthi forces,political_tribal,forces,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-24,719,Aden,khor maksar,Al-Sawlaban,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-24,720,Aden,al-mualla,Al-Ommal island,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-24,721,Aden,dar sa'ad,-,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-24,722,Aden,ash sheikh othman,Al-Mimdarah,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-24,723,Aden,crater,Al-Ma'asheeq,Al-Ma'asheeq Palace,military_security_target,military site,1,4.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-24,724,Aden,crater,Al-Aydaroos mountain,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-24,725,Aden,crater,Al-Ma'asheeq,House (reportedly belonging to Ali Al-Beedh),political_tribal,figure,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-24,726,Aden,sayrah,Near Sayrah Fun City ,Tanks,military_security_target,moving target (weapons/fighters),1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-24,727,Dhalie,damt,-,Dar Al-Hasan,cultural_heritage,historical buildings/towns,1,2.0,0,0,0,0,0,0,0.0,11,afternoon
2015-04-24,728,Dhalie,al-dhalie,The City,Al-Madhloum Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,11,afternoon
2015-04-24,729,Hudaydah,zabid,Al-Ma'jar village,Farm,economic_infrastructure,farms,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-24,730,Hudaydah,zabid,Zabid-Al-Tuahayat road,Checkpoint,military_security_target,checkpoints,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-24,731,Lahj,al-hawta,Near Bait Iyadh ,Al-Wadi'ei station,economic_infrastructure,oil & gas,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-24,732,Lahj,al-hawta,Near Bin Khaldon hospital,Health institute,medical_facility,other-medical,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-24,733,Lahj,al-hawta,The City,Al-Zahra'a school,educational_facility,school,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-24,734,Marib,sirwah,-,Pro-Houthi forces,military_security_target,military site,1,5.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-24,735,Taiz,al-mudhaffar,-,35th Armoured Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,11,afternoon
2015-04-24,736,Taiz,al-mudhaffar,Al-Hasab,Air Defence Military Site,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-24,737,Taiz,al-mudhaffar,Al-Rokab village,Residential Area,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-24,738,Taiz,al-taiziyah,50 street,Noman Qaid Al-Soofi house,civilian,residential area,1,1.0,9,6,0,0,3,0,0.0,Unknown,afternoon
2015-04-25,739,Sanaa,bani matar,Faj Attan,Missiles Brigade Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-25,740,Sanaa,sanhan,Al-Sawad,Al-Sawad Military Camp,military_security_target,military site,1,3.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-25,741,Sanaa,arhab,Al-Sama'a,Al-Sama'a Military Camp,military_security_target,military site,1,5.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-25,742,Sanaa,arhab,Al-Farijah,Al-Farijah Military Camp,military_security_target,military site,1,5.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-25,743,Sanaa,khawlan,Al-Orqoub,Al-Orqoub Military Camp,military_security_target,military site,1,12.0,0,0,0,0,0,0,0.0,16,afternoon
2015-04-25,744,Ibb,al-radmah,The City,Financial office,infrastructure,gov. compounds,1,2.0,0,0,0,0,0,0,0.0,16,afternoon
2015-04-25,745,Taiz,al-taiziyah,Al-Hawban,Pro-Houthi HQ,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,15,afternoon
2015-04-25,746,Taiz,al-mukha,Al-Mukha junction ,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-04-26,747,Sanaa,al-sab'ein,Al-Nahdain,Al-Nahdain Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-26,748,Sanaa,al-sab'ein,Al-Nahdain,Presidential Palace,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-26,749,Sanaa,al-sab'ein,Noqom Mountain,Al-Hafa Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-26,750,Sanaa,al-thawrah,Al-Nahdhah,Former 1st Armoured Division,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,10,night
2015-04-26,751,Sanaa,bani al-harith,Al-Rahabah,Al-Daylami Airbase,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,11,night
2015-04-26,752,Sanaa,azal,Noqom mountain,Weapons Storage,military_security_target,weapon storage,1,2.0,0,0,0,0,0,0,0.0,11,night
2015-04-26,753,Sanaa,al-thawrah,Al-Jiraf,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,11,night
2015-04-26,754,Sanaa,ma'ain,Al-Sunainah,Faris Mana'a house,political_tribal,figure,1,1.0,0,0,0,0,0,0,0.0,11,night
2015-04-26,755,Sanaa,bani matar,Faj Attan,Missiles Brigade Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,2,morning
2015-04-26,756,Sanaa,khawlan,Al-Orqoub,Al-Orqoub Military Camp,military_security_target,military site,1,7.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-26,757,Aden,al-mualla,-,Aden port,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,6,morning
2015-04-26,758,Aden,al-buraiqah,Beer Ahamad,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,10,afternoon
2015-04-26,759,Aden,khor maksar,-,Aden Airport,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-26,760,Aden,ash sheikh othman,Outskirts of the district,Pro-Houthi forces,military_security_target,forces,1,5.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-04-26,761,Hajja,harad,The City,Governmental Compound,infrastructure,gov. compounds,1,2.0,13,2,0,0,11,0,0.0,Unknown,unknown
2015-04-26,762,Ibb,al-makhader,Al-Dalil bridge,Abdulkarim house,civilian,residential area,1,1.0,54,22,0,2,32,0,5.0,1,morning
2015-04-26,763,Lahj,tuban,Al-Anad,Al-Anad Airbase,military_security_target,military site,1,12.0,0,0,0,0,0,0,0.0,Unknown,night
2015-04-26,764,Marib,harib,-,Security HQ,military_security_target,military site,1,11.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-26,765,Marib,harib,-,Ahmad Al-Ameer house,political_tribal,figure,1,11.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-26,766,Marib,sirwah,-,Pro-Houthi forces,military_security_target,forces,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-26,767,Taiz,salah,Al-Kmb,SSF camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,24,night
2015-04-26,768,Taiz,salah,Al-Kamb,Republican Palace,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,24,night
2015-04-26,769,Taiz,al-taiziyah,Al-Janad,22nd Armoured Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,770,Sanaa,al-thawrah,Al-Hasabah,Maintenance Military Unit,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,23,night
2015-04-27,771,Sanaa,al-thawrah,Al-Nahdhah,Former 1st Armoured Division,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,23,night
2015-04-27,772,Sanaa,al-thawrah,Lybian City,Residential Area,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,23,night
2015-04-27,773,Sanaa,al-sab'ein,Noqom Mountain,Al-Hafa Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,23,night
2015-04-27,774,Sanaa,al-thawrah,Al-Hasabah,Ministry of Interior,infrastructure,gov. compounds,1,2.0,0,0,0,0,0,0,0.0,23,night
2015-04-27,775,Sanaa,al-thawrah,Al-Hasabah,Rescue Police HQ,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,23,night
2015-04-27,776,Sanaa,al-thawrah,Television neighbourhood,4th Armoured Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,23,night
2015-04-27,777,Sanaa,al-thawrah,Sawfan neighbourhood,Abo Ali Al-Hakim house,political_tribal,figure,1,2.0,0,0,0,0,0,0,0.0,24,night
2015-04-27,778,Sanaa,al-thawrah,Sawad Hanash neighbourhood,Light transportation Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,24,night
2015-04-27,779,Sanaa,bani matar,Faj Attan,Missiles Brigade Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,14,afternoon
2015-04-27,780,Sanaa,sanhan,Al-Sawad ,Al-Sawad Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,14,afternoon
2015-04-27,781,Sanaa,bani dhabyan,Jihanah,Vocational institute,educational_facility,institute,1,2.0,0,0,0,0,0,0,0.0,18,night
2015-04-27,782,Aden,crater,Al-Qatie,Financial office,infrastructure,gov. compounds,1,2.0,10,5,0,0,5,0,0.0,9,morning
2015-04-27,783,Aden,khor maksar,Al-Areesh,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,24,night
2015-04-27,784,Aden,khor maksar,Al-Orodh square,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,24,night
2015-04-27,785,Aden,crater,Hadeed mountain,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,24,night
2015-04-27,786,Bayda,mukayras,Aqabat Thurat,Pro-Houthi forces,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-27,787,Dhalie,al-dhalie,The City,Al-Jarba'a Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,788,Dhalie,al-dhalie,The City,Aboud Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,789,Dhalie,al-dhalie,The City,Al-Madhloum Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,790,Dhalie,al-dhalie,The City,Educational compound,infrastructure,gov. compounds,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,791,Dhalie,qatabah,Murays,Al-Sadrayn Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,792,Dhalie,qatabah,The City,Qatabah Sport centre,infrastructure,sport facility,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,793,Hudaydah,bajil,The City,10th Storm Brigade,military_security_target,military site,1,6.0,0,0,0,0,0,0,0.0,1,morning
2015-04-27,794,Hudaydah,bajil,The City,Bait Al-Shabab building,unknown,unknown,1,6.0,0,0,0,0,0,0,0.0,1,morning
2015-04-27,795,Hudaydah,al-zaydiyah,-,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,1,morning
2015-04-27,796,Hudaydah,al-salif,-,Air Defence Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-04-27,797,Lahj,tuban,Sabir,House (reportedly belonging to local council scretary general Ali Haydarah),political_tribal,figure,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-27,798,Saada,al-safra'a,-,6 Waepons trucks,military_security_target,moving target (weapons/fighters),1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,799,Shabwa,usaylan,Hayd Bin Aqeel,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,800,Taiz,nan,Unknown,Arwa school,educational_facility,school,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,801,Taiz,al-qaherah,Al-Okhwah,GPC HQ,political_tribal,hq,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-27,802,Taiz,al-mudhaffar,-,35th Armoured Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-27,803,Taiz,salah,Al-Kamb,SSF camp,military_security_target,military site,1,6.0,0,0,0,0,0,0,0.0,17,afternoon
2015-04-27,804,Taiz,salah,Al-Kamb,Republican Palace,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,17,afternoon
2015-04-28,805,Sanaa,bani al-harith,Al-Rahabah,Sana'a International Airport,infrastructure,transport,1,7.0,0,0,0,0,0,0,0.0,16,afternoon
2015-04-28,806,Sanaa,bani al-harith,Al-Rahabah,Al-Daylami Airbase,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-28,807,Sanaa,sanhan,Al-Sawad,Al-Sawad Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,16,afternoon
2015-04-28,808,Aden,dar sa'ad,Near the local council,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,23,night
2015-04-28,809,Hudaydah,bajil,-,10th Storm Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-28,810,Taiz,salah,Al-Kamb,SSF camp,military_security_target,military site,1,4.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-28,811,Taiz,al-mudhaffar,Al-Moror,GPC branch,political_tribal,hq,1,4.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-29,812,Sanaa,bani matar,Faj Attan,Bin Sina'a school,educational_facility,school,1,2.0,0,0,0,0,0,0,0.0,20,night
2015-04-29,813,Sanaa,bani matar,Faj Attan,Missiles Brigade Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,20,night
2015-04-29,814,Aden,khor maksar,-,Badr Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,11,afternoon
2015-04-29,815,Aden,khor maksar,-,Al-Arab mall compound,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,11,afternoon
2015-04-29,816,Hajja,harad,The City,Governmental Compound,infrastructure,gov. compounds,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-29,817,Hajja,harad,The City,Roads Authority,infrastructure,gov. compounds,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-29,818,Ibb,al-makhader,Samarah muntain,Crossing bridge,infrastructure,transport,1,1.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-29,819,Marib,sirwah,-,Pro-Houthi forces,military_security_target,forces,1,5.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-04-29,820,Saada,al-dhaher,"Al-Kamb, Al-Minzalah",Unknown,unknown,unknown,1,4.0,0,0,0,0,0,0,0.0,15,afternoon
2015-04-30,821,Sanaa,bani al-harith,Al-Rahabah,Al-Daylami Airbase,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,21,night
2015-04-30,822,Sanaa,bani al-harith,Al-Rahabah,Sana'a International Airport,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,21,night
2015-04-30,823,Sanaa,al-sab'ein,Al-Nahdain,Al-Nahdain Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,21,night
2015-04-30,824,Sanaa,azal,Noqom mountain,Weapons Storage,military_security_target,weapon storage,1,2.0,0,0,0,0,0,0,0.0,21,night
2015-04-30,825,Sanaa,bani matar,Faj Attan,Missiles Brigade Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,21,night
2015-04-30,826,Aden,khor maksar,-,Aden Airport,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,1,morning
2015-04-30,827,Aden,khor maksar,-,Security HQ,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,1,morning
2015-04-30,828,Aden,khor maksar,-,Aden hotel,economic_infrastructure,private business,1,2.0,0,0,0,0,0,0,0.0,1,morning
2015-04-30,829,Aden,al-mualla,Near Al-Saeedah grain mills,Pro-Houthi forces,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-04-30,830,Hudaydah,al-hudaydah city,-,Military Site of the 10th Storm Brigade,military_security_target,military site,1,6.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-30,831,Hudaydah,al-salif,Near Al-Salif port,Air Defence Military Camp,military_security_target,forces,1,10.0,0,0,0,0,0,0,0.0,14,afternoon
2015-04-30,832,Marib,marib,Safir,Air Defence Military Battalion,military_security_target,military site,1,5.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-04-30,833,Marib,sirwah,-,Pro-Houthi forces,military_security_target,forces,1,6.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-04-30,834,Saada,sihar,"Al-Humaidan, Al Al-Saifi",Residential Area,civilian,residential area,1,6.0,0,0,0,0,0,0,0.0,1,morning
2015-04-30,835,Saada,sa'ada,The City,Rahban hotel,economic_infrastructure,private business,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-04-30,836,Saada,sa'ada,The City,Al-Masirah channel office,media,tv station,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-04-30,837,Saada,majz,Dhahyan,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-04-30,838,Taiz,salah,Al-Kamb,Republican Palace,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,11,afternoon
2015-04-30,839,Taiz,salah,Al-Kamb,SSF camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,11,afternoon
2015-04-30,840,Taiz,salah,Al-Kamb,SSF camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,18,night
2015-04-30,841,Taiz,salah,Al-Kamb,22nd Presidential Guards Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,18,night
2015-04-30,842,Taiz,mawiyah,Awman mountain,Pro-Houthi forces,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2015-04-30,843,Aden,dar sa'ad,Unknown,Civilian houses,civilian,residential area,1,2.0,7,1,1,0,6,2,1.0,Unknown,unknown
2015-01-05,844,Sanaa,shu'oub,Aya Junction,Al-Khorafi Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-01-05,845,Sanaa,shu'oub,Sa'awan ( Al-Marawin neighborhood ),Residential Area,civilian,residential area,1,1.0,56,17,8,5,39,14,9.0,1,morning
2015-01-05,846,Sanaa,al-thawrah,Al-Hasabah,Ministry of Interior,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-01-05,847,Sanaa,al-thawrah,Al-Hasabah,Rescue police HQ,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-01-05,848,Sanaa,bani al-harith,Al-Rahabah,Sana'a International Airport,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,1,morning
2015-01-05,849,Sanaa,bani al-harith,Al-Rahabah,Al-Daylami Airbase,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-01-05,850,Sanaa,bani matar,Ayban mountain ,Radars system,media,radio station,1,1.0,0,0,0,0,0,0,0.0,23,night
2015-01-05,851,Sanaa,bani matar,Faj Attan ,Missiles Brigade Camp,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,23,night
2015-01-05,852,Aden,dar sa'ad,-,Pro-Houthi forces ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2015-01-05,853,Aden,dar sa'ad,Aden-Taiz road,three hotels,economic_infrastructure,private business,1,3.0,0,0,0,0,0,0,0.0,19,night
2015-01-05,854,Aden,dar sa'ad,Ja'olah ( Al-Wahat- Sabr road ),three vehicles,military_security_target,moving target (weapons/fighters),1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2015-01-05,855,Aden,crater,Al-Ma'asheeq area ,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,20,night
2015-01-05,856,Aden,crater,-,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,20,night
2015-01-05,857,Aden,khor maksar,-,Pro-Houthi forces ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2015-01-05,858,Aden,al-mualla,-,Pro-Houthi forces ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2015-01-05,859,Aden,ash sheikh othman,Al-Mimdarah,Pro-Houthi forces ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,20,night
2015-01-05,860,Aden,al-buraiqah,Ras Amran,Pro-Houthi forces ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2015-01-05,861,Amran,huth,Khaywan valley,Bridge,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-01-05,862,Hajja,harad,-,The government compound,infrastructure,gov. compounds,1,30.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-01-05,863,Hajja,harad,-,Layali Dubai hotel,economic_infrastructure,private business,1,30.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-01-05,864,Hajja,harad,-,Al-Tadhamon bank branch,economic_infrastructure,bank,1,30.0,10,5,0,0,5,0,0.0,Unknown,afternoon
2015-01-05,865,Hajja,harad,-,Stores,economic_infrastructure,private business,1,30.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-01-05,866,Hajja,harad,Al-Nar mountain,Pro-Houthi forces,military_security_target,forces,1,30.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-01-05,867,Hajja,kushar,Abo Dwar,Unknown,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2015-01-05,868,Hudaydah,al-salif,-,Air Defence Military Sites,military_security_target,military site,1,3.0,0,0,0,0,0,0,0.0,22,night
2015-01-05,869,Jawf,khab wa al-sha'af,Al-Qadir Valley,Pro-Houthi forces ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-01-05,870,Jawf,khab wa al-sha'af,Al-Nadr valley,Oil tank,economic_infrastructure,oil & gas,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-01-05,871,Marib,medghal al-jeda'an,Al-Jeda'an ,Al-Harisha Military Site,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-01-05,872,Marib,medghal al-jeda'an,Al-Jeda'an ,House,civilian,residential area,1,2.0,1,1,0,0,0,0,0.0,Unknown,unknown
2015-01-05,873,Marib,medghal al-jeda'an,Al-Jeda'an ,Fuel truck,economic_infrastructure,oil & gas,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2015-01-05,874,Saada,kitaf wa al-boqe'e,-,Unknown,unknown,unknown,1,20.0,0,0,0,0,0,0,0.0,Unknown,night
2015-01-05,875,Saada,sihar,Al-Talh,Unknown,unknown,unknown,1,20.0,0,0,0,0,0,0,0.0,Unknown,night
2015-01-05,876,Saada,sa'ada,-,Kahlan Military Camp,military_security_target,military site,1,20.0,0,0,0,0,0,0,0.0,Unknown,night
2015-01-05,877,Taiz,khadir,Al-Saqeea'a dam,Resorte,economic_infrastructure,private business,1,2.0,130,60,0,0,70,0,0.0,Unknown,afternoon
2015-02-05,878,Sanaa,al-sab'ein,-,Presidential Palace,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-02-05,879,Sanaa,al-sab'ein,70m road,Unknown,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-02-05,880,Sanaa,ma'ain,Al-Robat street,Natco company storage units,economic_infrastructure,private business,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-02-05,881,Sanaa,bani al-harith,Al-Rahabah,Al-Daylami Airbase,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,24,night
2015-02-05,882,Sanaa,bani matar,Faj Attan ,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-02-05,883,Sanaa,arhab,-,Al-Sama'a Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,24,night
2015-02-05,884,Bayda,mukayras,Naqil Tharah,Unknown,infrastructure,transport,1,4.0,0,0,0,0,0,0,0.0,Unknown,morning
2015-02-05,885,Aden,al-mualla,-,Aden port,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2015-02-05,886,Aden,al-mualla,Al-Dakah,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2015-02-05,887,Aden,khor maksar,Al-Omal island,Pro-Houthi forces ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
