date,incident_id,governorate,district,area,target,main_category,sub_category,min_air_raids,max_air_raids,civilian_casualties,fatalities,woman_fatalities,child_fatalities,injured,woman_injured,child_injured,confirmed_time,time_of_day
2018-03-10,18602,Saada,shada'a,Unknown,Pro-Houthi positions,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-03-10,18603,Hajja,abs,Unknown,Vehicle,civilian,vehicle/bus,1,2.0,0,0,0,0,0,0,0.0,8,morning
2018-03-10,18604,Hajja,mustaba,Unknown,Pro-Houthi positions,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-03-10,18605,Hajja,mustaba,Unknown,Pro-Houthi positions,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-04-10,18606,Lahj,al-qabbaytah,Jabal Al Madwar,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,24,night
2018-04-10,18607,Saada,shada'a,Unknown,Residential area,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,18,night
2018-04-10,18608,Saada,majz,Takhyah,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,21,night
2018-04-10,18609,Saada,majz,Al Jamalah,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,22,night
2018-04-10,18610,Sanaa,al-sab'ein,Unknown,Al Nahdain Military camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,11,afternoon
2018-04-10,18611,Sanaa,sanhan,Unknown,Houses and farms,civilian,residential area,1,6.0,0,0,0,0,0,0,0.0,13,afternoon
2018-04-10,18612,Hudaydah,al-tuhayat,Unknown,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,16,afternoon
2018-04-10,18613,Hudaydah,al-hali,Unknown,House,civilian,residential area,1,1.0,4,1,0,0,3,0,0.0,23,night
2018-04-10,18614,Hudaydah,al-marawi'ah,Unknown,Tobacco factory,economic_infrastructure,factory,1,2.0,0,0,0,0,0,0,0.0,2,morning
2018-04-10,18615,Sanaa,al-sab'ein,Unknown,Al Hafa Military camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,11,afternoon
2018-05-10,18616,Sanaa,arhab,Unknown,Al-Sama'a Military camp,military_security_target,military site,1,3.0,0,0,0,0,0,0,0.0,9,morning
2018-05-10,18617,Hudaydah,al-salif,Unknown,Coastal Defence Military camp,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,2,morning
2018-06-10,18618,Saada,shada'a,Unknown,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,14,afternoon
2018-06-10,18619,Saada,al-dhaher,Unknown,Residential area,civilian,residential area,1,3.0,0,0,0,0,0,0,0.0,16,afternoon
2018-06-10,18620,Hudaydah,hays,Unknown,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-07-10,18621,Saada,razih,Al Ali,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,11,afternoon
2018-07-10,18622,Saada,razih,Al Hajlah,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,16,afternoon
2018-07-10,18623,Saada,baqim,Unknown,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,17,afternoon
2018-07-10,18624,Saada,majz,Takhyah,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,17,afternoon
2018-07-10,18625,Sanaa,sanhan,Jirban,Houses,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-07-10,18626,Sanaa,sanhan,Al Jayraf,Stone crafting plant,economic_infrastructure,private business,1,2.0,7,3,0,0,4,0,0.0,23,night
2018-07-10,18627,Hudaydah,al-hali,Al Jabbanah,Honey farms,economic_infrastructure,private business,1,2.0,5,5,0,0,0,0,0.0,Unknown,night
2018-07-10,18628,Hudaydah,al-marawi'ah,An Nashiri,Honey farms,economic_infrastructure,private business,1,1.0,0,0,0,0,0,0,0.0,22,night
2018-07-10,18629,Hudaydah,kamaran,Mukarram village,Fishing huts,economic_infrastructure,private business,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2018-07-10,18630,Hudaydah,al-tuhayat,Unknown,Houses and farms,civilian,residential area,1,4.0,0,0,0,0,0,0,0.0,11,afternoon
2018-07-10,18631,Hudaydah,al-tuhayat,Unknown,Houses and farms,economic_infrastructure,farms,1,3.0,0,0,0,0,0,0,0.0,11,afternoon
2018-08-10,18632,Saada,razih,Al Hajlah,Residential area,civilian,residential area,1,1.0,0,0,0,0,0,0,0.0,9,morning
2018-08-10,18633,Taiz,maqbanah,Al Barah,Pro-Houthi positions,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-08-10,18634,Hajja,mustaba,Al-Khameis market,Market,civilian,market place,1,1.0,0,0,0,0,0,0,0.0,21,night
2018-08-10,18635,Hajja,kushar,A’him,Missiles depot,military_security_target,weapon storage,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-08-10,18636,Hudaydah,nan,Unknown,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-08-10,18637,Hudaydah,bara'a,Unknown,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,9,morning
2018-08-10,18638,Marib,sirwah,Wadi Al-Dayq,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,17,afternoon
2018-08-10,18639,Marib,majzar,Jabal Bahrah,Pro-Houthi forces,military_security_target,moving target (weapons/fighters),1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-08-10,18640,Saada,razih,Al Hajlah,Residential area,civilian,residential area,1,1.0,0,0,0,0,0,0,0.0,11,afternoon
2018-08-10,18641,Saada,razih,Al Hajlah,Residential area,civilian,residential area,1,1.0,0,0,0,0,0,0,0.0,14,afternoon
2018-09-10,18642,Saada,al-dhaher,Al Malaheet,Unknown,unknown,unknown,1,5.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-09-10,18643,Hudaydah,al-hali,Unknown,Red Sea flour mills,economic_infrastructure,factory,1,3.0,0,0,0,0,0,0,0.0,17,afternoon
2018-09-10,18644,Marib,sirwah,Habab,House,civilian,residential area,1,1.0,5,5,0,0,0,0,0.0,Unknown,unknown
2018-10-10,18645,Saada,haydan,Marran,Main road,infrastructure,transport,1,1.0,0,0,0,0,0,0,0.0,10,afternoon
2018-10-10,18646,Saada,razih,Burkan area ,Main road,infrastructure,transport,1,1.0,2,1,0,0,1,0,0.0,10,afternoon
2018-10-10,18647,Taiz,hayfan,Bani Ali,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-10,18648,Taiz,hayfan,Al Mafalis,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-10,18649,Lahj,tor al-bahah,Unknown,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-10,18650,Hudaydah,bait al-faqih,Al Jah,Water well,economic_infrastructure,water & electricity,1,1.0,5,5,0,0,0,0,0.0,Unknown,morning
2018-10-10,18651,Hudaydah,al-durayhimi,Unknown,Pro-coalition forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-11-10,18652,Saada,haydan,Marran,Residential areas,civilian,residential area,1,3.0,0,0,0,0,0,0,0.0,17,afternoon
2018-11-10,18653,Saada,sihar,Bani Muadh,Residential area,civilian,residential area,1,3.0,0,0,0,0,0,0,0.0,13,afternoon
2018-11-10,18654,Saada,kitaf wa al-boqe'e,As Sawah,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,16,afternoon
2018-11-10,18655,Hudaydah,al-tuhayat,Unknown,Main road,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-11-10,18656,Hudaydah,al-durayhimi,Unknown,Maternity and childhood hospital,medical_facility,hospital,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2018-11-10,18657,Hudaydah,al-tuhayat,Unknown,Residential area,civilian,residential area,1,2.0,6,4,0,0,2,0,0.0,Unknown,unknown
2018-11-10,18658,Hudaydah,al-durayhimi,Unknown,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2018-12-10,18659,Saada,al-dhaher,Al Malaheet,Market,civilian,market place,1,1.0,0,0,0,0,0,0,0.0,17,afternoon
2018-12-10,18660,Saada,shada'a,Unknown,Pro-Houthi positions,military_security_target,forces,1,1.0,0,0,0,0,0,0,0.0,17,afternoon
2018-12-10,18661,Saada,al-dhaher,Unknown,Pro-Houthi positions,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-12-10,18662,Hudaydah,kamaran,Unknown,Water tank,economic_infrastructure,water & electricity,1,1.0,0,0,0,0,0,0,0.0,16,afternoon
2018-12-10,18663,Hudaydah,al-durayhimi,Unknown,House,civilian,residential area,1,1.0,5,5,0,3,0,0,0.0,Unknown,unknown
2018-10-13,18664,Saada,al-dhaher,Unknown,Unknown,unknown,unknown,1,6.0,0,0,0,0,0,0,0.0,17,afternoon
2018-10-13,18665,Saada,kitaf wa al-boqe'e,Om Al Rabah,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-13,18666,Hajja,harad,Unknown,Unknown,unknown,unknown,1,5.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-13,18667,Hajja,midi,Unknown,Unknown,unknown,unknown,1,5.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-13,18668,Hudaydah,jabal ras,Unknown,Civilian vehicles,civilian,vehicle/bus,1,2.0,49,19,2,2,30,2,2.0,12,afternoon
2018-10-14,18669,Saada,razih,Burkan,Main road,infrastructure,transport,1,1.0,0,0,0,0,0,0,0.0,6,morning
2018-10-14,18670,Hudaydah,al-hali,Unknown,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,16,afternoon
2018-10-16,18671,Saada,shada'a,Unknown,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,9,morning
2018-10-16,18672,Saada,razih,Al Qad,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,11,afternoon
2018-10-16,18673,Hudaydah,al-hali,Unknown,Pro-Houthi forces,military_security_target,forces,1,10.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-16,18674,Hudaydah,al-tuhayat,Unknown,Pro Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-17,18675,Saada,al-dhaher,Al Hassamah,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,18,night
2018-10-17,18676,Hudaydah,al-tuhayat,Al-Jabaliyah,Houses,civilian,residential area,1,6.0,0,0,0,0,0,0,0.0,9,morning
2018-10-17,18677,Hudaydah,al-hali,Kilo 16,Pro Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-18,18678,Hudaydah,al-hali,7 Yuliyu,Houses,civilian,residential area,1,2.0,5,3,0,0,2,0,0.0,18,night
2018-10-19,18679,Hudaydah,al-marawi'ah,Unknown,Mosque,civilian,residential area,1,3.0,1,1,0,0,0,0,0.0,23,night
2018-10-19,18680,Hudaydah,al-tuhayat,Unknown,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-19,18681,Hudaydah,al-hali,Unknown,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-19,18682,Marib,sirwah,Jabal Al Ashqari,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-20,18683,Saada,baqim,Unknown,Pro-Houthi reinforcements,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-20,18684,Saada,baqim,Mandabah,Pro-Houthi positions ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-20,18685,Saada,baqim,Al Sabhan,Pro-Houthi positions ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-20,18686,Saada,baqim,Al Mojdie,Pro-Houthi positions ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-20,18687,Saada,razih,Al Azhour,Pro-Houthi positions ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-20,18688,Saada,ghamir,Al Ghor,Pro-Houthi positions ,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-20,18689,Saada,al-dhaher,Unknown,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-20,18690,Hudaydah,al-hali,Zayed street,Resdintial area,civilian,residential area,1,1.0,5,1,0,0,4,0,0.0,24,night
2018-10-20,18691,Hudaydah,al-durayhimi,Unknown,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-21,18692,Hajja,abs,Bani Hasan,Civilian vehicle,civilian,vehicle/bus,1,1.0,5,4,0,0,1,0,0.0,7,morning
2018-10-21,18693,Hudaydah,al-hali,Unknown,Houses,civilian,residential area,1,5.0,0,0,0,0,0,0,0.0,18,night
2018-10-22,18694,Saada,kitaf wa al-boqe'e,As Sawah,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,15,afternoon
2018-10-22,18695,Sanaa,nihm,Unknown,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-22,18696,Hudaydah,al-hali,Unknown,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-22,18697,Hudaydah,al-durayhimi,Unknown,Missile launcher,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-23,18698,Saada,kitaf wa al-boqe'e,As Sawah,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,16,afternoon
2018-10-23,18699,Saada,kitaf wa al-boqe'e,Wadi Al Abu Jabarah,Houses,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,21,night
2018-10-23,18700,Saada,kitaf wa al-boqe'e,Wadi Al Abu Jabarah,Farms,economic_infrastructure,farms,1,2.0,0,0,0,0,0,0,0.0,21,night
2018-10-23,18701,Hajja,abs,Bani Hasan,Vehicle,civilian,vehicle/bus,1,1.0,2,0,0,0,2,0,0.0,8,morning
2018-10-23,18702,Hajja,midi,Unknown,Unknown,unknown,unknown,1,6.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-23,18703,Hajja,harad,Unknown,Unknown,unknown,unknown,1,7.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-23,18704,Hudaydah,al-durayhimi,Unknown,Unknown,unknown,unknown,1,4.0,0,0,0,0,0,0,0.0,5,morning
2018-10-23,18705,Marib,sirwah,Unknown,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,16,afternoon
2018-10-24,18706,Hudaydah,al-hali,7 Yuliyu,Vehicles,civilian,vehicle/bus,1,2.0,9,3,1,1,6,0,0.0,13,afternoon
2018-10-24,18707,Hudaydah,bait al-faqih,Al Masoudi,Vegetable washing and packing facility,economic_infrastructure,food (storage/transportation),1,2.0,31,21,0,2,10,0,0.0,18,night
2018-10-24,18708,Hajja,abs,Sh'eb Emdoush,Vehicles,civilian,vehicle/bus,1,2.0,0,0,0,0,0,0,0.0,9,morning
2018-10-25,18709,Saada,baqim,Unknown,Civilians' houses,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,16,afternoon
2018-10-25,18710,Amran,harf sufyan,Unknown,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,13,afternoon
2018-10-26,18711,Saada,baqim,Unknown,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,16,afternoon
2018-10-26,18712,Bayda,al-maljim,Dhahr Al Bayad,Pro-Houthi forces,military_security_target,forces,1,1.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-26,18713,Hudaydah,al-hali,"Kilo 10, Kilo 16",Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-26,18714,Hajja,abs,Bani Hasan,Vehicle,civilian,vehicle/bus,1,2.0,0,0,0,0,0,0,0.0,10,afternoon
2018-10-27,18715,Sanaa,hamdan,Ash Shiaab,Houses,civilian,residential area,1,3.0,0,0,0,0,0,0,0.0,11,afternoon
2018-10-27,18716,Hajja,mustaba,Unknown,Vehicle,civilian,vehicle/bus,1,2.0,0,0,0,0,0,0,0.0,11,afternoon
2018-10-27,18717,Hudaydah,al-hali,Kilo 16,Unknown,unknown,unknown,1,5.0,0,0,0,0,0,0,0.0,23,night
2018-10-27,18718,Hudaydah,al-durayhimi,Unknown,Al Hudaydah airport,infrastructure,transport,1,5.0,0,0,0,0,0,0,0.0,23,night
2018-10-27,18719,Hudaydah,al-marawi'ah,Unknown,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,24,night
2018-10-27,18720,Sanaa,hamdan,Ash Shiaab,Farms,economic_infrastructure,farms,1,3.0,0,0,0,0,0,0,0.0,11,afternoon
2018-10-28,18721,Saada,kitaf wa al-boqe'e,Ar Rasifat,Unknown,unknown,unknown,1,4.0,0,0,0,0,0,0,0.0,17,afternoon
2018-10-28,18722,Hajja,abs,Bani Hasan,Civilian's vehicle,civilian,vehicle/bus,1,2.0,0,0,0,0,0,0,0.0,18,night
2018-10-28,18723,Hudaydah,al-hali,Unknown,Pro-Houthi forces,military_security_target,forces,1,6.0,0,0,0,0,0,0,0.0,10,afternoon
2018-10-29,18724,Hudaydah,al-marawi'ah,An Nashiri,Farms,economic_infrastructure,farms,1,6.0,0,0,0,0,0,0,0.0,18,night
2018-10-29,18725,Hajja,abs,Bani Hasan,Civilian vehicle,civilian,vehicle/bus,1,1.0,0,0,0,0,0,0,0.0,8,morning
2018-10-29,18726,Jawf,barat al-anan,Aqabat At Tawaithinah,Pro-Houthi positions,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-29,18727,Saada,shada'a,Unknown,Pro-Houthi forces,military_security_target,moving target (weapons/fighters),1,2.0,0,0,0,0,0,0,0.0,10,afternoon
2018-10-29,18728,Saada,haydan,Aqabat Marran,Pro-Houthi forces,military_security_target,moving target (weapons/fighters),1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-30,18729,Saada,al-dhaher,Unknown,Residential area,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,19,night
2018-10-30,18730,Saada,sa'ada,Kahlan,Kahlan military camp,military_security_target,military site,1,4.0,0,0,0,0,0,0,0.0,20,night
2018-10-31,18731,Hajja,harad,Unknown,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,19,night
2018-10-31,18732,Hajja,midi,Unknown,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,19,night
2018-10-31,18733,Hudaydah,al-marawi'ah,An Nashiriyah,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-31,18734,Hudaydah,bajil,Wadi Siham,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-31,18735,Hudaydah,al-dhuha,Unknown,Farms,economic_infrastructure,farms,1,2.0,0,0,0,0,0,0,0.0,17,afternoon
2018-10-31,18736,Mahwit,bani sa'ad,Unknown,Farms,economic_infrastructure,farms,1,4.0,0,0,0,0,0,0,0.0,16,afternoon
2018-10-31,18737,Mahwit,hafash,Al-Hamra'a,Military camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-10-31,18738,Saada,shada'a,Unknown,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,17,afternoon
2018-01-11,18739,Sanaa,arhab,Nashtan,Nashtan learning centre,educational_facility,other-educational,1,1.0,0,0,0,0,0,0,0.0,12,afternoon
2018-01-11,18740,Hajja,abs,Bani Hasan,Residential area,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,1,morning
2018-01-11,18741,Hudaydah,hays,Unknown,Pro-Houthi forces,military_security_target,forces,1,6.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-01-11,18742,Mahwit,bani sa'ad,Unknown,Farms,economic_infrastructure,farms,1,4.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-01-11,18743,Saada,shada'a,Unknown,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,15,afternoon
2018-01-11,18744,Hudaydah,al-hali,Kilo 16,Unknown,unknown,unknown,1,6.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-02-11,18745,Sanaa,bani al-harith,Al-Rahabah,Al-Daylami air base,military_security_target,military site,1,30.0,0,0,0,0,0,0,0.0,1,morning
2018-02-11,18746,Sanaa,sanhan,Jarban,Jarban military camp,military_security_target,military site,1,4.0,0,0,0,0,0,0,0.0,1,morning
2018-02-11,18747,Sanaa,hamdan,Unknown,Unknown,unknown,unknown,1,10.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-02-11,18748,Hajja,mustaba,Al Makhafi,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,3,morning
2018-02-11,18749,Hajja,harad,Unknown,Unknown,unknown,unknown,1,4.0,0,0,0,0,0,0,0.0,21,night
2018-02-11,18750,Hajja,midi,Unknown,Unknown,unknown,unknown,1,4.0,0,0,0,0,0,0,0.0,21,night
2018-02-11,18751,Hudaydah,al-hali,Kilo 16,Residential area,civilian,residential area,1,2.0,4,0,0,0,4,0,3.0,12,afternoon
2018-02-11,18752,Hudaydah,al-hali,Kilo 16,Al-Mikhlafi refrigerating facility,economic_infrastructure,private business,1,4.0,0,0,0,0,0,0,0.0,3,morning
2018-02-11,18753,Saada,razih,Al Qad,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,9,morning
2018-02-11,18754,Saada,al-dhaher,Unknown,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,11,afternoon
2018-02-11,18755,Saada,razih,Al Azhour,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,21,night
2018-02-11,18756,Saada,majz,Dhahyan,Pro-Houthi forces,military_security_target,forces,1,1.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-02-11,18757,Saada,haydan,Marran,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-02-11,18758,Saada,al-dhaher,Al Malaheet,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-02-11,18759,Saada,shada'a,Unknown,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-02-11,18760,Bayda,nati',Sawran,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-02-11,18761,Hajja,abs,Bani Hasan,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,2,morning
2018-02-11,18762,Hudaydah,al-hali,Kilo 16,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-02-11,18763,Saada,razih,Al Qad,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,17,night
2018-03-11,18764,Saada,razih,Al Ali,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,14,afternoon
2018-03-11,18765,Saada,al-dhaher,Unknown,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,16,afternoon
2018-03-11,18766,Saada,shada'a,Unknown,Unknown,unknown,unknown,1,7.0,0,0,0,0,0,0,0.0,18,night
2018-03-11,18767,Hajja,abs,Bani Hasan,Civilian's truck,civilian,vehicle/bus,1,1.0,0,0,0,0,0,0,0.0,7,morning
2018-03-11,18768,Hajja,mustaba,Unknown,Pro-Houthi military vehicles,military_security_target,moving target (weapons/fighters),1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-03-11,18769,Hudaydah,al-sukhnah,Unknown,Farm,economic_infrastructure,farms,1,1.0,0,0,0,0,0,0,0.0,11,afternoon
2018-03-11,18770,Hudaydah,al-hawak,Mandhar,Unknown,unknown,unknown,1,25.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-03-11,18771,Hudaydah,al-durayhimi,Unknown,Al-Hudaydah airport,infrastructure,transport,1,8.0,0,0,0,0,0,0,0.0,10,afternoon
2018-03-11,18772,Hudaydah,al-hali,Kilo 16,Unknown,unknown,unknown,1,25.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-03-11,18773,Bayda,radman,Qaniyah,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-03-11,18774,Hudaydah,al-hali,Kilo 16,Unknown,unknown,unknown,1,15.0,0,0,0,0,0,0,0.0,17,afternoon
2018-04-11,18775,Hudaydah,al-hali,7 Yuliyou,Houses,civilian,residential area,1,2.0,3,2,1,0,1,0,1.0,11,afternoon
2018-04-11,18776,Hudaydah,al-hali,Kilo 16,Unknown,unknown,unknown,1,40.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-04-11,18777,Hudaydah,al-hali,50 street,Unknown,unknown,unknown,1,40.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-04-11,18778,Saada,razih,Bani Sayah,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,10,afternoon
2018-04-11,18779,Saada,al-dhaher,Unknown,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-04-11,18780,Hudaydah,al-hali,Unknown,Al-Hammadi trading company,economic_infrastructure,private business,1,2.0,0,0,0,0,0,0,0.0,16,afternoon
2018-05-11,18781,Ibb,al-nadirah,Unknown,Pro-Houthi reinforcements,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-05-11,18782,Saada,razih,Al Ali,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,8,morning
2018-05-11,18783,Saada,razih,Al-Azhour,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,8,morning
2018-05-11,18784,Saada,kitaf wa al-boqe'e,Al Buqa,Unknown,unknown,unknown,1,5.0,0,0,0,0,0,0,0.0,17,night
2018-05-11,18785,Saada,haydan,Marran,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,24,night
2018-05-11,18786,Hajja,harad,A'him,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-05-11,18787,Hudaydah,al-hawak,Central prison,The central prison,military_security_target,military site,1,2.0,5,0,0,0,5,0,0.0,Unknown,unknown
2018-05-11,18788,Hudaydah,al-hali,Kilo 16,Unknown,unknown,unknown,1,12.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-05-11,18789,Hudaydah,al-marawi'ah,Unknown,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,17,afternoon
2018-05-11,18790,Hudaydah,al-hali,50 street,Unknown,unknown,unknown,1,11.0,0,0,0,0,0,0,0.0,Unknown,unknown
2018-06-11,18791,Hudaydah,al-hali,Unknown,Red Sea Flour Mills,infrastructure,factory,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
